1/1/2015,Quarter1,sweing,Thursday,8,0.8,26.16,1108.0,7080,98,0.0
1/1/2015,Quarter1,finishing ,Thursday,1,0.75,3.94,1039.0,960,0,0.0
1/1/2015,Quarter1,sweing,Thursday,11,0.8,11.41,968.0,3660,50,0.0
1/1/2015,Quarter1,sweing,Thursday,12,0.8,11.41,968.0,3660,50,0.0
1/1/2015,Quarter1,sweing,Thursday,6,0.8,25.9,1170.0,1920,50,0.0
1/1/2015,Quarter1,sweing,Thursday,7,0.8,25.9,984.0,6720,38,0.0
1/1/2015,Quarter1,finishing ,Thursday,2,0.75,3.94,1039.0,960,0,0.0
1/1/2015,Quarter1,sweing,Thursday,3,0.75,28.08,795.0,6900,45,0.0
1/1/2015,Quarter1,sweing,Thursday,2,0.75,19.87,733.0,6000,34,0.0
1/1/2015,Quarter1,sweing,Thursday,1,0.75,28.08,681.0,6900,45,0.0
1/1/2015,Quarter1,sweing,Thursday,9,0.7,28.08,872.0,6900,44,0.0
1/1/2015,Quarter1,sweing,Thursday,10,0.75,19.31,578.0,6480,45,0.0
1/1/2015,Quarter1,sweing,Thursday,5,0.8,11.41,668.0,3660,50,0.0
1/1/2015,Quarter1,finishing ,Thursday,10,0.65,3.94,1039.0,960,0,0.0
1/1/2015,Quarter1,finishing ,Thursday,8,0.75,2.9,1039.0,960,0,0.0
1/1/2015,Quarter1,finishing ,Thursday,4,0.75,3.94,1039.0,2160,0,0.0
1/1/2015,Quarter1,finishing ,Thursday,7,0.8,2.9,1039.0,960,0,0.0
1/1/2015,Quarter1,sweing,Thursday,4,0.65,23.69,861.0,7200,0,0.0
1/1/2015,Quarter1,finishing,Thursday,11,0.7,4.15,1039.0,1440,0,0.0
1/3/2015,Quarter1,finishing ,Saturday,4,0.8,4.15,1039.0,6600,0,0.0
1/3/2015,Quarter1,finishing ,Saturday,11,0.75,2.9,1039.0,5640,0,0.0
1/3/2015,Quarter1,finishing ,Saturday,9,0.8,4.15,1039.0,960,0,0.0
1/3/2015,Quarter1,finishing ,Saturday,3,0.75,3.94,1039.0,1560,0,0.0
1/3/2015,Quarter1,finishing ,Saturday,1,0.8,3.94,1039.0,960,0,0.0
1/3/2015,Quarter1,sweing,Saturday,1,0.8,28.08,772.0,6300,50,0.0
1/3/2015,Quarter1,sweing,Saturday,3,0.8,28.08,913.0,6540,50,0.0
1/3/2015,Quarter1,sweing,Saturday,8,0.8,26.16,1261.0,7080,50,0.0
1/3/2015,Quarter1,sweing,Saturday,12,0.8,26.16,844.0,7080,63,0.0
1/3/2015,Quarter1,sweing,Saturday,11,0.8,11.61,1005.0,7080,50,0.0
1/3/2015,Quarter1,sweing,Saturday,5,0.8,11.61,659.0,7080,50,0.0
1/3/2015,Quarter1,sweing,Saturday,6,0.8,25.9,1152.0,6720,50,0.0
1/3/2015,Quarter1,sweing,Saturday,7,0.8,25.9,1138.0,6720,38,0.0
1/3/2015,Quarter1,sweing,Saturday,10,0.75,19.31,610.0,6480,56,0.0
1/3/2015,Quarter1,finishing ,Saturday,2,0.8,4.15,1039.0,960,0,0.0
1/3/2015,Quarter1,sweing,Saturday,2,0.75,19.87,944.0,6600,45,0.0
1/3/2015,Quarter1,finishing ,Saturday,10,0.7,4.15,1039.0,960,0,0.0
1/3/2015,Quarter1,sweing,Saturday,4,0.7,23.69,544.0,13800,0,0.0
1/3/2015,Quarter1,sweing,Saturday,9,0.7,28.08,1072.0,6900,40,0.0
1/3/2015,Quarter1,finishing ,Saturday,8,0.8,2.9,1039.0,960,0,0.0
1/3/2015,Quarter1,finishing ,Saturday,7,0.8,3.94,1039.0,960,0,0.0
1/4/2015,Quarter1,finishing ,Sunday,3,0.75,4.15,1039.0,1560,0,0.0
1/4/2015,Quarter1,finishing ,Sunday,9,0.8,3.94,1039.0,960,0,0.0
1/4/2015,Quarter1,finishing ,Sunday,1,0.8,3.94,1039.0,960,0,0.0
1/4/2015,Quarter1,sweing,Sunday,6,0.8,11.61,539.0,6975,50,0.0
1/4/2015,Quarter1,finishing ,Sunday,4,0.8,3.94,1039.0,6600,0,0.0
1/4/2015,Quarter1,sweing,Sunday,9,0.8,26.16,1278.0,7080,60,0.0
1/4/2015,Quarter1,sweing,Sunday,7,0.8,25.9,1227.0,7020,60,0.0
1/4/2015,Quarter1,sweing,Sunday,8,0.8,25.9,1039.0,6780,45,0.0
1/4/2015,Quarter1,sweing,Sunday,4,0.8,28.08,878.0,4260,50,0.0
1/4/2015,Quarter1,sweing,Sunday,1,0.8,26.16,1033.0,7080,63,0.0
1/4/2015,Quarter1,sweing,Sunday,2,0.8,28.08,782.0,6660,50,0.0
1/4/2015,Quarter1,sweing,Sunday,12,0.8,11.61,1216.0,6975,50,0.0
1/4/2015,Quarter1,finishing ,Sunday,2,0.8,3.94,1039.0,960,0,0.0
1/4/2015,Quarter1,finishing ,Sunday,10,0.7,3.94,1039.0,4320,0,0.0
1/4/2015,Quarter1,sweing,Sunday,11,0.75,19.31,513.0,6480,45,0.0
1/4/2015,Quarter1,sweing,Sunday,3,0.75,19.87,734.0,6600,45,0.0
1/4/2015,Quarter1,sweing,Sunday,10,0.7,28.08,1202.0,6900,40,0.0
1/4/2015,Quarter1,finishing ,Sunday,8,0.8,2.9,1039.0,960,0,0.0
1/4/2015,Quarter1,finishing ,Sunday,7,0.8,2.9,1039.0,960,0,0.0
1/4/2015,Quarter1,sweing,Sunday,5,0.7,45.67,884.0,6960,26,0.0
1/4/2015,Quarter1,finishing ,Sunday,11,0.75,4.15,1039.0,960,0,0.0
1/5/2015,Quarter1,finishing ,Monday,1,0.8,3.94,1039.0,1920,0,0.0
1/5/2015,Quarter1,finishing ,Monday,11,0.8,3.94,1039.0,2400,0,0.0
1/5/2015,Quarter1,finishing ,Monday,4,0.8,3.94,1039.0,3840,0,0.0
1/5/2015,Quarter1,finishing ,Monday,3,0.75,4.15,1039.0,1920,0,0.0
1/5/2015,Quarter1,sweing,Monday,9,0.8,26.16,1227.0,7080,75,0.0
1/5/2015,Quarter1,finishing ,Monday,9,0.8,2.9,1039.0,1920,0,0.0
1/5/2015,Quarter1,finishing ,Monday,2,0.8,3.94,1039.0,960,0,0.0
1/5/2015,Quarter1,sweing,Monday,7,0.8,25.9,1255.0,6780,50,0.0
1/5/2015,Quarter1,sweing,Monday,8,0.8,25.9,1047.0,6780,38,0.0
1/5/2015,Quarter1,sweing,Monday,1,0.8,26.16,1138.0,7080,63,0.0
1/5/2015,Quarter1,sweing,Monday,11,0.8,19.31,678.0,4800,50,0.0
1/5/2015,Quarter1,sweing,Monday,6,0.8,11.61,712.0,7200,50,0.0
1/5/2015,Quarter1,sweing,Monday,12,0.8,11.61,1037.0,7200,50,0.0
1/5/2015,Quarter1,sweing,Monday,2,0.8,28.08,757.0,6900,50,0.0
1/5/2015,Quarter1,sweing,Monday,4,0.8,28.08,759.0,6900,50,0.0
1/5/2015,Quarter1,finishing ,Monday,10,0.75,2.9,1039.0,960,0,0.0
1/5/2015,Quarter1,finishing ,Monday,5,0.6,2.9,1039.0,960,0,0.0
1/5/2015,Quarter1,sweing,Monday,10,0.75,28.08,1083.0,7020,45,0.0
1/5/2015,Quarter1,sweing,Monday,3,0.75,19.87,944.0,6600,45,0.0
1/5/2015,Quarter1,finishing ,Monday,7,0.8,3.94,1039.0,960,0,0.0
1/5/2015,Quarter1,finishing ,Monday,8,0.8,2.9,1039.0,960,0,0.0
1/5/2015,Quarter1,sweing,Monday,5,0.6,21.98,666.0,6960,23,0.0
1/6/2015,Quarter1,finishing ,Tuesday,4,0.8,3.94,1039.0,4440,0,0.0
1/6/2015,Quarter1,finishing ,Tuesday,1,0.8,3.94,1039.0,1440,0,0.0
1/6/2015,Quarter1,finishing ,Tuesday,3,0.75,4.15,1039.0,1800,0,0.0
